id,name,final_specific_general_term
39017,Strike Milk - See Varieties In Store,review needed
32665,Skim milk - Purfiltre,review needed
11758,Frozen waffles - EGGO,review needed
27105,Licorice,licorice
18352,Pale tuna,review needed
20608,Crunchy peanut butter,review needed
28811,Frozen duck - Category Utility,review needed
2988,Hygienic paper - Fluff,review needed
38368,mozzarella cheese,review needed
8926,Probiotic Yogurt - Activia,review needed
10251,Greek Greek Yogurt - See Varieties In Store,review needed
40287,Hygienic paper - Fluff,review needed
188,Meal kit - see varieties in store,review needed
9554,Yogurt Nature Bio,review needed
16797,Biscuits - Bear Paws - Buy 2 and Get FREE 1 Bear Craquins Paws,review needed
16349,Frozen Chicken Chest Burgers - Pub Style,review needed
11193,Butter,review needed
7905,"Hygienic paper - Original - Saturday 27 and Sunday, July 28th only.- Limit of 4 - $ 5.99 The rest of the week or by item outside the limit",review needed
22308,Frozen fish fillets - Japd by the day - see varieties in store,review needed
27380,Chip,review needed
8710,Chocolate and Hazelnut Spread - President's Choice,review needed
18200,Apple juice,review needed
4600,Probiotic Kefir - Original,review needed
49589,Ice Dessert - Classic - See Varieties In Store,review needed
3050,"Chickpeas, canned",review needed
15207,Rinse Agent - Jet Dry - * Bonus 40 Points M,review needed
10310,Instant Coffee - Taste's Choice - * Bonus 20 Points M,review needed
7500,Spread,review needed
37158,Facial Moisturizers - Complete,review needed
32865,Spread,review needed
4898,Frozen Hot Chicken Pâté,review needed
4037,Campaign Pipe - See Varieties In Store,review needed
16518,Cheese without lactose - see varieties in store,review needed
45566,Nature chicken strips,review needed
8755,Frozen Eaglefin Nets - Market Cups,review needed
23181,Juices - Assorted flavors,review needed
28806,Yogurt,review needed
42283,Max batteries,review needed
48035,fruit yogurt,review needed
41637,Spread,review needed
37464,White potatoes - from Quebec,potatoes
47734,Capillary dye - image,review needed
29987,CREAM 10%,review needed
16038,Yogurt - Classical,review needed
10210,Ice Cream With Vanilla,review needed
23043,Cheese snack,review needed
45249,Jam - Smucker's - * Bonus 15 Points M,jam
48114,fruit yogurt,review needed
32734,Licorice,licorice
31618,Liquid soap for hands,review needed
7807,Biological Hass Lawyer - Mexico,review needed
6664,Cereal - See Varieties In store,review needed
32096,Flavored pale tuna,review needed
35997,Mousse,review needed
24622,Frozen fish sticks,review needed
43772,Ice Cream With Vanilla,review needed
21124,Submarine breads,review needed
19354,Peanut butter - creamy and light - Saturday 17 and Sunday 18 August only.- limit of 4 - $ 4.99 the rest of the week or by item outside the limit,review needed
11404,Rice,review needed
12986,Peanut Butter - All Natural - Sea Salt,review needed
37865,Oil jelly,review needed
36034,Peanut Butter,review needed
19022,Cookie mix,cookies
4799,CREAM 10%,review needed
35909,Refrigerated cashew drink,review needed
49495,Ice Dessert - Classic - See Varieties In Store,review needed
34257,Frozen thin crust pizza - Ristorante - See in store varieties,review needed
47866,Fridges Ice - Popsicle,review needed
20526,Sliced charcuterie - see varieties in store,review needed
25017,Soybean Drink - Natur-A,review needed
7639,Cream 35%,review needed
11350,Frozen garlic bread,review needed
43988,nectarines,review needed
22326,Tart crust Two crusts with deep vegetable pies frozen,review needed
3648,Honey - Unnamed,review needed
1631,"Silved charcuteries - Buy 3 and get 30 air miles as a premium.Friday, December 7th only.",review needed
19054,Cheese - Bocconcini,review needed
35508,Tissue Paper - Choice of President - Limit of 4 - $ 5.99 per additional item,tissue paper
24643,Syrup for chocolate milk - Nesquik,review needed
38448,Liquid soap,review needed
21743,Salad Sauce - Miracle Whip,review needed
37787,Lemons,review needed
15556,Chopped chicken - blue menu,review needed
4401,Hygienic buffers - Pearl,review needed
14191,Middle Green Cabbage - Quebec - Canada # 1,review needed
45229,Disinfecting wipes,review needed
15348,"Capillary color - Beautiful Color - Saturday 27 and Sunday, July 28th only.- Limit of 4 - $ 5.99 The rest of the week or by item outside the limit",review needed
14010,Black Forest Smoked Ham Without Nitrite Sliced,review needed
48352,Fridges,review needed
40299,Coffee in organic and fair grains,review needed
3593,GASED MINERAL WATER,review needed
41080,Rice,review needed
32156,waffles,review needed
2748,Hygienic paper - limit of 4 - $ 7.99 per additional item,review needed
32446,Hot medicine for coughs and colds - neocitran - see varieties in store,review needed
42557,Cheese - mozzarellissima,review needed
35004,Slicing cheese,review needed
14898,Laundry Detergent - Ultra Packs - Saturday 8th and Sunday 9 September Only - Limit of 4 - $ 3.99 The rest of the week or by item outside the limit,review needed
34423,Cuvette cleaner,review needed
3172,Skin care products,review needed
35522,UHT milk - Chokéo - See in store varieties,review needed
25860,Cat Food - Friskies,review needed
7399,Biscuits - Snak PAKS,review needed
6438,Margarine with lawyer oil,review needed
12962,Cereal - Special K,review needed
1483,Rouge delicious apples - from the United States,review needed
39712,Laundry Detergent - Ultra Packs - Saturday 8th and Sunday 9 September Only - Limit of 4 - $ 3.99 The rest of the week or by item outside the limit,review needed
17099,Tissue Papers - Pack of 6 Boxes,tissue paper
49633,Bar - Protilife - See Varieties in-store,review needed
37727,Preparation for infants A + 2,review needed
7467,Frozen Pizza - Trabec,review needed
14992,Frozen Chicken Wings - President's Choice,review needed
37892,Gas Drink - Coke - See Varieties in Store - 50% off,review needed
38563,Acetaminophen - Regular 325 mg,medicine
34358,Grape Bread - Old Moulin,review needed
5423,Sour cream,review needed
6673,Roman lettuces,review needed
769,Mango Ataulfo - Mexico,review needed
17622,Preparation for infants A + 2,review needed
20528,Mined with ham,review needed
11300,Iced tea,review needed
5309,Rice,review needed
29418,Red Mango - Imported,review needed
44008,Ice Cream With Vanilla,review needed
39832,Beans,review needed
44761,Hygienic buffers - Pearl,review needed
23368,Thin and crisp pizza - President's choice,review needed
21334,Sandwich or snack bags - Unnamed,review needed
23756,Creamy and light peanut butter,review needed
16997,Frozen Pizza - Ristorante - View Varieties in-store - Limit of 3 - Saturday 7 and Sunday December 8th,review needed
28628,"Peanut Butter - Natural Crunchy - Saturday, November 10th Only - Limit of 4 - $ 4.99 The rest of the week or by article out of bound",review needed
33805,Black Forest Smoked Ham Without Nitrite Sliced,review needed
7785,Red Delicious Apples - Quebec - Canada of Fantasy,review needed
43691,Peanut Butter - Blue Menu,review needed
16593,Table towels - Unnamed,review needed
22831,Ice Sweets - Drumstick,review needed
36206,Laundry Detergent - Pods,review needed
40878,Chocolate treats - Kisses,review needed
33694,Milk 2% lactose-free,review needed
6948,cannelloni,review needed
10892,"Cookies - Saturday, October 19th only.- Limit of 4 - 3.49 by additional article",cookies
3856,Natural peanut butter with salt,review needed
29752,Snatcher,review needed
18467,Rouge delicious apples - from the United States,review needed
42828,Peanut Butter - Natural Crunchy - Saturday 29th and Sunday 30 December only - Limit of 4 - $ 4.99 The rest of the week or by article out of bound,review needed
9458,Mini-Cakes - Annette's - See Varieties in-store,review needed
40020,Raisins Tomatoes - Quebec and / or Mexico - Category # 1,review needed
27772,Red or black plums,review needed
15824,Frozen vegetables - President's choice,review needed
21908,"Turkey Hachis - Irresistibles, Wellness",review needed
41551,Yogurt - Classical,review needed
12289,Cottage cheese,review needed
41215,"chopped beef, skinny",review needed
28479,Juice at 100% - Nutrisource - View Varieties in-store,review needed
36481,PREPARATION FOR INFANTONS - MORE START More,review needed
17791,Disinfecting wipes,review needed
38273,Powder preparation with Omega for Nurtures - The Choice of President - See Varieties in Store - at Maxi & Cie only,review needed
4674,"Peanut butter - crunchy - Saturday 7 and Sunday, December 8th only!- limit of 4 - $ 4.99 the rest of the week or by article out of bounds",review needed
49508,Drink - Natur-A - See Varieties in store,review needed
37999,Rice - Quick & Good - View Varieties in store,review needed
8089,Hygienic paper - Fluff,review needed
11182,Toothpaste - 3D White,review needed
16209,Frozen chicken breast fillets,review needed
46994,Biological yogurt,review needed
39997,Instant Coffee - Taste's Choice - See Varieties In Store,review needed
24422,Panated cheese sticks,review needed
11440,Peppers - Bick's - View varieties in store - * Bonus 20 points m,review needed
44632,Barbecue chicken - President's choice,review needed
32445,Sliced Charcuterie - See Varieties In-store,review needed
14409,Biological yogurt,review needed
32047,"Green apples, Granny Smith",review needed
35565,Frozen Pork Back Côtes - Save $ 5.11,review needed
46996,fisheries,review needed
8468,Ice Cream - Lactose Free,review needed
11210,Yellow greenhouse peppers - from Canada and / or Mexico and / or Honduras,review needed
16535,Biological Hass Lawyer - Mexico,review needed
27555,Chips - Saturday 27 and Sunday 28 April only - Limit of 4 - $ 4.49 The rest of the week or by article out of bounds,review needed
9047,Apples - Quebec and / or the United States and / or imported - see varieties in store,review needed
53,Red Potatoes - From Quebec - Canada No 1,potatoes
49338,Juices - Nutrisource,review needed
4847,Evaporated Milk - Carnation,review needed
31486,Peanut Butter - All Natural,review needed
5947,Skin care products,review needed
3847,Frozen Chicken Chest Burgers - Premium,review needed
39083,Jam,jam
36191,Chocolate bars,review needed
10116,broccoli,review needed
33914,Ice Sweets - Drumstick - View Varieties in-store,review needed
46294,"Apples naturally imperfect, category # 2 - Quebec",review needed
2593,Frozen Whipped Flooring - Cool Whip - Best Prices year,review needed
23405,Bars,review needed
47626,Madeleines,review needed
15079,Ice Cream With Vanilla,review needed
31701,Fragrant oil,review needed
40294,Beer - Mexico Beers - * Bonus 50 Points M,review needed
28741,Frozen waffles - EGGO,review needed
3754,Teaser,review needed
33654,Tartier Cheese - Cheez Whiz,review needed
1330,Refrigerated Beverage - Oasis Morning - See Varieties In Store,review needed
4217,Cats Food - Cat Chow - Save $ 1.50,review needed
25506,Yogurt,review needed
7179,Collagen - Original Formula,review needed
2383,Pale tuna - Ocean's,review needed
38376,Cookie mix,cookies
37036,Organic Beverage - Natur-A,review needed
30175,Frozen Oven Lift Pizza - See Varieties In Store,review needed
31915,Celery - the United States and / or Mexico - Category # 1,review needed
30505,Acetaminophen - Regular 325 mg,medicine
3168,Acetaminophen - 500 mg Fast Action,medicine
39657,Partially skimmed milk 1% - Purfiltr,review needed
22808,tortillas,review needed
49481,Peanut Butter - All Natural,review needed
23200,Laundry Detergent - Ultra Packs - Saturday 8th and Sunday 9 September Only - Limit of 4 - $ 3.99 The rest of the week or by item outside the limit,review needed
5251,Energy Bars - Clif - View Varieties In-store,review needed
47222,English cucumber - Mexico - Category # 1,review needed
39758,Small White Potatoes - From Quebec - Canada No 1,potatoes
47145,fennels,review needed
22263,Frozen Pizza - Slim and Crispy Crust - Saturday 29th and Sunday 30 June Only - Limit of 4 - $ 4.99 per additional item,review needed
35055,Cookies - Maxi Fruits - See Varieties In Store,cookies
13637,Pea,review needed
150,Peanut Butter - Whipped,review needed
18569,Roast French unparalleled,review needed
3128,Sliced charcuterie - see varieties in store,review needed
31378,Lasagna Pasta - Smart,review needed
1263,Coffee in K-Cup buckets - see varieties in store,review needed
16508,Chocolate bars,review needed
30471,Cream 35% - Ultra'creme,review needed
4664,Tomatoes on the vineyard - of Quebec,review needed
23728,Green Beans - Mexico or Guatemala,review needed
48220,entire turkey,review needed
9593,Toothpaste - MaxFris - Saturday 17 and Sunday 18 August only.- Limit of 4 - 99 ¢ The rest of the week or by item outside the limit,review needed
